ID,ID Centro de Distribución,ID Solicitante,ID Laboratorio,Nombre,Nombre Generado,Características,ID Forma Farmacéutica,Cantidad,ID Medida Peso/Tamaño,ID Tipo Empaque,Talla/Capacidad,Calibre/Grosor/Diámetro,Descripción Oferta Especial,Vencimiento Registro Sanitario,Número Registro Sanitario,Código de Barras,ID Tipo de Impuesto,ID Clasificación,Es Controlado,Es Refrigerado,Uso Hospitalario,Requiere Receta Retenida,Uso Crónico,Para Farmacias Propias,Para Farmacias Independientes,Para Uso Institucional/Hospitalario,Es Ruteado,Para Venta al por Mayor,Para Autoservicio,Es Borrador,Activo
126,,,,COLLARIN SUAVE COLOR GRIS TALLA  S,"DELHERS, S.A. HOSPI COLLARIN SUAVE COLOR GRIS TALLA  S COLLARIN SUAVE COLOR GRIS TALLA S 2.25 1G OTROS (RUTEO) BOLSA S (BONO 7.00)",COLLARIN SUAVE COLOR GRIS TALLA S,,1,,,S,2.25,BONO 7.00,2030-01-01,PMQ-18975,0515-00200902 ,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,
127,,,,UVEBLOCK SPF50 SUN SERUM 28 ML,"UVEBLOCK SPF50 SUN SERUM 28 ML SUERO HIDRATANTE ULTRA FLUIDO CON EFECTO GLOW, ALTA PROTECCIÓN SOLAR 1UNIDAD CREMA FACIAL FRASCO 28ML","Suero hidratante ultra fluido con efecto Glow, alta protección solar",,1,,,28ml,,,2030-08-14,PT-131789,3.76027E+12,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,
128,,,,DONOTOS,"HOSPI DONOTOS EXPECTORANTE, ANTIHISTAMINICO Y ANTITUSIVO 30LB GOTAS CAJA 0.140 (NINGUNA)","Expectorante, antihistaminico y antitusivo",,30,,,0.14,,ninguna,2029-01-11,"55,709",7.0602E+11,,,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,
129,,,,CLOMALAN 2.5 MG/ML,CTRL CLOMALAN 2.5 MG/ML SOLUCIÓN ORAL GOTAS X 10ML 10ML GOTAS FRASCO SOLUCIÓN ORAL GOTAS,SOLUCIÓN ORAL GOTAS X 10ML,,10,,,SOLUCIÓN ORAL GOTAS,,,2029-07-02,21421,19006602477,,,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,
130,,,,SERENIX (TRANQUILIZANTE NATURAL) * 30 CÁPSULAS,SERENIX (TRANQUILIZANTE NATURAL) * 30 CÁPSULAS 30 CAPSULA CAJA,,,30,,,,,,2030-06-10,66948,2.35074E+12,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,,
131,,,,Suplasyn 1-shot,HOSPI SUPLASYN 1-SHOT 1UNIDAD SOLUCION INYECTABLE AMPOLLA,,,1,,,,,,2028-11-24,PQM18128,(01)05099151951212,,,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,,
132,,,,Vical Naranja,INNFARMA VICAL NARANJA SABOR AGRADABLE 144UNIDAD TABLETA MASTICABLE CAJA,Sabor agradable,,144,,,,,,2030-08-05,PFD-57456-2025,7.70218E+12,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,,
133,,,,Lamotrigina MK 100 mg,LAMOTRIGINA MK 100 MG 30UNIDAD TABLETA CAJA,,,30,,,,,,2030-01-07,PF-66268,7.70206E+12,,,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,
134,,,,GUDSPORT Nose strip Rosa sobre x 30 unidades,GUDSPORT NOSE STRIP ROSA SOBRE X 30 UNIDADES TIRA NASAL GUDSPORT. COLOR ROSA. 30 UNIDADES 30 OTROS (RUTEO) DOYPACK,Tira nasal Gudsport. Color Rosa. 30 unidades,,30,,,,,,2027-11-30,40.15281/CAT,8.43662E+12,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,,
135,,,,Curitas Deo Fresh Active 2 en 1,BDF CURITAS DEO FRESH ACTIVE 2 EN 1 SENSACIÓN DE EXTRA FRESCURA 150ML SOLUCION SPRAY BOTE,Sensación de extra frescura,,150,,,,,,2029-08-08,PT-124871,4.0058E+12,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,,
136,,,,CASHITAS TUBOS MEZCLA NUECES MIXTAS Y SEMILLA 40G,"CENDALZA, S.A. CASHITAS TUBOS MEZCLA NUECES MIXTAS Y SEMILLA 40G MEZCLA NUECES MIXTAS Y SEMILLA  24G OTROS (RUTEO) BOLSA 40",MEZCLA NUECES MIXTAS Y SEMILLA ,,24,,,40,,,2026-06-15,B-25288,7.60573E+11,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,,
137,,,,HYSEAC 3-REGUL + T,URIAGE  HYSEAC 3-REGUL + T CREMA MATIFICANTE ANTIIMPERFECCIONES 40ML CREMA FACIAL CAJA 1,CREMA MATIFICANTE ANTIIMPERFECCIONES,,40,,,1,,,2030-06-06,PT-130034,3.66143E+12,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,,
138,,,,CASHITAS NUECES MIXTAS CON ARANDANOS 40G,"CENDALZA, S.A. CASHITAS NUECES MIXTAS CON ARANDANOS 40G NUECES MIXTAS CON ARANDANOS 40G 12G OTROS (RUTEO) BOLSA 40",NUECES MIXTAS CON ARANDANOS 40G,,12,,,40,,,2028-12-01,B-28521,7.60573E+11,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,,
139,,,,ARCOR BON O BON CHOCO-FRESA,ALZA ARCOR BON O BON CHOCO-FRESA 30 X 15G OTROS (RUTEO) DISPLAY,30 X,,15,,,,,,2030-06-19,A-107201,7.50044E+12,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,
140,,,,TIO NACHO SH CASPA PROPOLEO 415ML/12,"GENOMMA LAB TIO NACHO SH CASPA PROPOLEO 415ML/12 SHAMPOO CANAS 415 ML ALTURA (CM)	ANCHURA (CM)	PROF.     (CM)	PESO NETO (GRS) 	PESO BRUTO (GRS) 	VOLUMEN (CM3) 22.5	8.2	3.9	415	453	719.55 1200ML CHAMPU CAJA 415 (N/A)",Shampoo canas 415 ml,,1200,,,415,"ALTURA (cm)	ANCHURA (cm)	PROF.     (cm)	PESO NETO (Grs) 	PESO BRUTO (Grs) 	Volumen (cm3) 22.5	8.2	3.9	415	453	719.55",N/A,2029-11-27,PT-127230,8100006433,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,
141,,,,ISOFORM,ISOFORM PROTEÍNA HIDROLIZADA Y AISLADA DE SUERO DE LECHE 1800G POLVO BOTE,Proteína Hidrolizada y Aislada de Suero de Leche,,1800,,,,,,2026-11-30,B40195,7.40401E+12,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,
142,,,,ENERGY SHOT,IRONWRX ENERGY SHOT GEL ENERGÉTICO E ISOTÓNICO SABOR RASPBERRY 65ML GEL SACHET,Gel energético e isotónico sabor Raspberry,,65,,,,,,2027-08-22,B41838,7.40401E+12,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,
143,,,,AC-NORM PEELING GEL FREZYDERM,FREZYDERM (GRECIA) AC-NORM PEELING GEL FREZYDERM 1ML GEL CAJA,,,1,,,,,,2030-02-11,PT-127924,5.20289E+12,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,
144,,,,ETOFLAM 90MG TR B7 C14 + C7 ,ETOFLAM 90MG TR B7 C14 + C7  ETORICOXIB 21UNIDAD TABLETA RECUBIERTA CAJA (ATADO CAJA DE 14 TR + CAJA 7 TR),ETORICOXIB,,21,,,,,ATADO CAJA DE 14 TR + CAJA 7 TR,2029-01-04,PF-57138,7.40109E+12,,,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,,
145,,,,Dermacover Baby Soft,DERMACOVER BABY SOFT 1 CREMA PET,,,1,,,,,,2027-10-18,RMG-HN-M-1022-0041,7.42003E+12,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,,
146,,,,PRANEX -B,PRANEX -B 40 MG  30UNIDAD CAPSULA CAJA,40 mg ,,30,,,,,,2030-03-06,PF-66524-2025,7.4011E+12,,,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,,
147,,,,Nuun Cherry Limeade,NUUN CHERRY LIMEADE CEREZA 10 TABLETA DISPLAY,Cereza,,10,,,,,,2030-02-02,222559,8.1166E+11,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
148,,,,APAXIBAN,APAXIBAN TABLETA RECUBIERTA  EN UN MEDICAMENTO ANTICOAGULANTE 1 TABLETA CAJA,TABLETA RECUBIERTA  EN UN MEDICAMENTO ANTICOAGULANTE,,1,,,,,,2029-10-04,PF-65955,8.90416E+12,,,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,,
149,,,,Curitas Transpiel ,CURITAS TRANSPIEL  RESISTENTE AL AGUA CON BARRERA ANTI-BACTERIAL 20UNIDAD PARCHE CAJA,Resistente al agua con barrera anti-bacterial,,20,,,,,,2030-05-16,PQM-19127,7.702E+12,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,
150,,,,Nivea Crema Corporal Regeneración Intensiva,BDF NIVEA CREMA CORPORAL REGENERACIÓN INTENSIVA FORTALECE LA BARRA DE LA PIEL 1000ML CREMA BOTE,Fortalece la barra de la piel,,1000,,,,,,2027-01-19,PT-83726,4.0059E+12,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,
151,,,,Antifaz Gudslip,ANTIFAZ GUDSLIP ANTIFAZ PARA DORMIR. 1 OTROS (RUTEO) BOLSA,Antifaz para dormir.,,1,,,,,,2027-11-30,4015281/CAT,8.43662E+12,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,,
152,,,,METRONIDAZOL SELECTPHARMA 500 MG,HOSPI METRONIDAZOL 1 TABLETA BLISTER,,,1,,,,,,2029-03-04,PF-23417,7.4011E+12,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,
153,,,,SEBIUM GEL MOUSSANT 200ML + SEBIUM H2O 250ML,"SEBIUM GEL MOUSSANT 200ML + SEBIUM H2O 250ML PACK DE GEL LIMPIADOR SUAVE PURIFICANTE QUE ELIMINA IMPUREZAS Y CONTROLA EL EXCESO DE BRILLO+AGUA MICELAR DERMATOLÓGICA QUE LIMPIA, PURIFICA Y CUIDA EL EQUILIBRIO NATURAL DE LA PIEL. 1ML GEL BOTE 200ML-250ML","Pack de gel Limpiador suave purificante que elimina impurezas y controla el exceso de brillo+agua micelar dermatológica que limpia, purifica y cuida el equilibrio natural de la piel.",,1,,,200ML-250ML,,,2026-07-06,PT-78811-PT78814,6.77144E+11,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,
154,,,,MINI NEBULIZADOR R702,RENTA MEDICA MINI NEBULIZADOR R702 MINI NEBULIZADOR R702 1 BARRA CAJA,,,1,,,,,,2025-09-10,PMQ-123456,37090121531,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,,
155,,,,Gudslip Nose Strip negra sobre x 30uds,GUDSLIP NOSE STRIP NEGRA SOBRE X 30UDS TIRA NASAL  30G OTROS (RUTEO) DOYPACK 30 UNIDADES,Tira Nasal ,,30,,,30 unidades,,,2027-04-30,40.15281/CAT,8.43662E+12,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,,
156,,,,Salbutamol Selectpharma 5 mg/mL,HOSPI SALBUTAMOL 5MG/5ML  1UNIDAD SOLUCION NEBULIZAR CAJA,,,1,,,,,,2030-04-23,PF-66761,7.4011E+12,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,
157,,,,PROBIOTICS GUMMYHUGS,PROBIOTICS GUMMYHUGS GOMITAS ALIVIA PROBLEMAS INTESTINALES AYUDA AL FUNCIONAMIENTO ADECUADO DEL SISTEMA DIGESTIVO 1 GOMITAS BOTE,GOMITAS ALIVIA PROBLEMAS INTESTINALES AYUDA AL FUNCIONAMIENTO ADECUADO DEL SISTEMA DIGESTIVO,,1,,,,,,2027-07-19,PFD-65519,8.90422E+12,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,,
158,,,,CERAVE REFILL CREMA HIDRAT 473 ML,CERAVE REFILL CREMA HIDRAT 473 ML LOCION HIDRATANTE  1ML LOCION BOLSA,LOCION HIDRATANTE ,,1,,,,,,2028-07-10,118320,3.33788E+12,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,,
159,,,,Tripacks Levusol Coco,"TRIPACKS LEVUSOL COCO SUERO ORAL PARA DIABÉTICOS, PRESENTACIÓN FRASCO DE LEVUSOL CONTIENE 475ML DE SOLUCIÓN 475ML LIQUIDO FRASCO 475 (PROMO TRIPACKS LEVUSOL COCO Q51.95)","Suero Oral para diabéticos, presentación frasco de Levusol contiene 475ml de solución",,475,,,475,,PROMO Tripacks Levusol Coco Q51.95,2027-08-23,PF-39438-2022,7.40111E+12,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,,
160,,,,DICLOFENACO POTASICO SELECTPHARMA 50 MG,HOSPI DICLOFENACO POTASICO 50MG 1 TABLETA RECUBIERTA BLISTER,,,1,,,,,,2027-07-21,PF-30827,7.4011E+12,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,
161,,,,Nutri Listo etapa 2,INCAP NUTRI LISTO ETAPA 2 CAJITA AMARILLA CON 14 UNIDADES DE NUTRI LISTO 14G CREMA DISPLAY 2AÑOS EN ADELANTE,Cajita amarilla con 14 unidades de Nutri Listo,,14,,,2años en adelante,,,2028-12-18,B 444392,7.56956E+11,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,,
162,,,,test,TEST CTRL TEST TEST 1G AERO AMPOLLA (24+1),test,,1,,,,,24+1,2025-09-08,4.23423E+14,7.59677E+11,,,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,,
163,,,,Vical Tutti Frutti ,INNFARMA VICAL TUTTI FRUTTI  SABOR AGRADABLE 144UNIDAD TABLETA MASTICABLE CAJA 500 MG,Sabor agradable,,144,,,500 mg,,,2030-08-07, PFD-57458-2025,7.70218E+12,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,,
164,,,,Downy Exotico 730ml ,DOWNY EXOTICO 730ML  1 OTROS (RUTEO) BOTE,,,1,,,,,,2026-03-17,9035,7.50044E+12,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
165,,,,Shingrix ,SHINGRIX  VACUNA RECOMBINANTE CONTRA EL HERPES ZOSTER 1DOSIS SOLUCION INYECTABLE IM VIAL 0.5 ML,Vacuna Recombinante Contra el Herpes Zoster,,1,,,0.5 ml,,,2028-11-14,PF- 64231-2023,no tiene codigo de barras,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,
166,,,,Vical Mandarina,INNFARMA VICAL MANDARINA SABOR AGRADABLE 144UNIDAD TABLETA MASTICABLE CAJA,Sabor agradable,,144,,,,,,2030-08-06,PFD-57459-2025 ,7.70218E+12,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,,
167,,,,Panadol Rapid x104 CAM,PANADOL RAPID X104 CAM 104 TABLETA RECUBIERTA SACHET,,,104,,,,,,2029-07-19,PF-43409-2024,7.45108E+12,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,,
168,,,,APIDRA X5,CTRL APIDRA X5 5ML SOLUCION INYECTABLE VIAL (REFRI),,,5,,,,,,2030-05-15,PF-34500-2025,3.6648E+11,,,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,
169,,,,ARCOR POOSH FRESA BZ,ALZA ARCOR POOSH FRESA BZ 40 5G OTROS (RUTEO) DISPLAY,40,,5,,,,,,2029-08-13,A-103643,7.89112E+12,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,
170,,,,GEL FIJADOR PARA CABELLO,SUPER FIX GEL FIJADOR PARA CABELLO MUJER SUPER FIX BIOTINA 1LB GEL CAJA 7.0896,MUJER SUPER FIX BIOTINA,,1,,,7.0896,,,2028-04-19,PT114092,7.50302E+12,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,,
171,,,,Magnesium noche,MAGNESIUM NOCHE CÁPSULA DE COLOR LILA 30DOSIS CAPSULA BLISTER,Cápsula de color lila,,30,,,,,,2029-07-15,B-45556,401162-701003,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,
172,,,,SINEURAL 75 MG,CTRL SINEURAL 75 MG 30 CAPSULA CAJA,,,30,,,,,,2029-06-25,PF-65426,7.40113E+12,,,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,,
173,,,,BARIEDERM CICA CREME T ,URIAGE  BARIEDERM CICA CREME T   CREMA REEPARADORA CON COBRE DE ZINC 100ML CREMA FACIAL CAJA 1, CREMA REEPARADORA CON COBRE DE ZINC,,100,,,1,,,2030-05-27,PT-129757,3.66143E+12,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,,
174,,,,BARIEDERM CICA CREME T,URIAGE  BARIEDERM CICA CREME T CREMA REPARADORA CON OXIDO ZINC Y COBRE 40ML CREMA CAJA 1,CREMA REPARADORA CON OXIDO ZINC Y COBRE,,40,,,1,,,2030-06-06,PT-130009,3.66143E+12,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,,
175,,,,Xemose Baume oleo apais f ,URIAGE  XEMOSE BAUME OLEO APAIS F  BALSAMO EN ACEITE PARA PIELES CON TENDENCIA ATOPICA 500ML BALSAMO CAJA 1,BALSAMO EN ACEITE PARA PIELES CON TENDENCIA ATOPICA,,500,,,1,,,2030-06-06,PT-130036,3.66143E+12,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,,
176,,,,AGE LIFT CR JR LISSANTE PT SPF 30 FP,URIAGE AGE LIFT CR JR LISSANTE PT SPF 30 FP CREMA DE DIA ANTIARRUGAS SPF 30 40ML CREMA FACIAL CAJA 1,CREMA DE DIA ANTIARRUGAS SPF 30,,40,,,1,,,2030-05-27,PT-129759,3.66143E+12,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,,
177,,,,Nuun Freshlime,"HOSPI NUUN FRESHLIME LIMA FRESCA
 9UNIDAD TABLETA DISPLAY","lima fresca
",,9,,,,,,2030-02-02,222558,8.1166E+11,,,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,,
178,,,,BARIEDERM CREME ISOLANTE REP T ,URIAGE  BARIEDERM CREME ISOLANTE REP T  CREMA REPARADORA 75ML CREMA FACIAL CAJA 1,CREMA REPARADORA,,75,,,1,,,2030-05-27,PT-129757,3.66143E+12,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,,
179,,,,GEL FIJADOR PARA CABELLO,SUPER FIX GEL FIJADOR PARA CABELLO MULTIVITAMINICO 1LB GEL CAJA 6.8365LB,MULTIVITAMINICO,,1,,,6.8365lb,,,2028-04-19,PT-116913,7.50302E+12,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,,
180,,,,NOCOLODI  ,NOCOLODI   160 MG 30UNIDAD CAPSULA CAJA,160 MG,,30,,,,,,2028-05-04,PF-63058-2023,7.50112E+12,,,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,
181,,,,CREATINA,IRONWRX CREATINA CREATINA MONOHIDRATADA SIN SABOR 300G POLVO BOTE,CREATINA MONOHIDRATADA SIN SABOR,,300,,,,,,2028-05-31,B43356,7.40401E+12,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,
182,,,,RIÑONERA PLASTICA 500ML,RENTA MEDICA / ALEJANDRO CASTILLO  RIÑONERA PLASTICA 500ML 1 BARRA BOLSA,,,1,,,,,,2025-09-11,NO APLICA,2.54825E+12,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,,
183,,,,EAU THERMALE ,URIAGE  EAU THERMALE  AGUA TERMAL  300ML SOLUCION SPRAY BOTE 1,AGUA TERMAL ,,300,,,1,,,2030-05-27,PT-129749,3.66143E+12,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,,
184,,,,MASCARILLA DESINCRUSTANTE AL CARBON,MASCARILLA DESINCRUSTANTE AL CARBON PURIFICA Y ALISA LA TEXTURA DE LA PIEL. DESOBSTRUYE LOS POROS Y REDUCE LOS PUNTOS NEGROS. 1ML MASCARILLA BOTE 75ML,PURIFICA Y ALISA LA TEXTURA DE LA PIEL. Desobstruye los poros y reduce los puntos negros.,,1,,,75ML,,,2027-03-10,PT-110176,3.66001E+12,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,
185,,,,Ciprofloxacina 500MG TABLETA RECUBIERTA,HOSPI CIPROFLOXACINA 500MG TABLETA RECUBIERTA 1 TABLETA BLISTER,,,1,,,,,,2026-04-14,PF-28679,7.4011E+12,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,
186,,,,Gynea Restore,GYNEA RESTORE UTILIZADO DE LACTOBACILLUS HELVETICUS/LACTOBACILLUS RHAMNOSUS (LCR REGENERANS®) EN CÁPSULAS VAGINALES. DE LIBERACIÓN PROLONGADA 2KG COMPRIMIDO VAGINAL CAJA,Utilizado de Lactobacillus helveticus/Lactobacillus rhamnosus (LCR Regenerans®) en cápsulas vaginales. de Liberación Prolongada,,2,,,,,,2029-07-16,PMQ-18643,7.40108E+12,,,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,,
187,,,,Huggies active sec XXXL Mayoreo,KIMBERLY CLARK GUATEMALA HUGGIES ACTIVE SEC XXXL MAYOREO PAÑALES DE NIÑO 1KG OTROS (RUTEO) BOLSA XXXL,Pañales de niño,,1,,,XXXL,,,2030-10-02,No cuenta con registro sanitario,1.7441E+13,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,
188,,,,ARCOR POOSH UVA BZ,ALZA ARCOR POOSH UVA BZ 40 5G OTROS (RUTEO) DISPLAY,40,,5,,,,,,2029-08-13,A-103640,7.89112E+12,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,
189,,,,Luminous Skin Glow Serum,BDF LUMINOUS SKIN GLOW SERUM 15ML SOLUCION BOTE,,,15,,,,,,2030-09-22,PT-132887,4.006E+12,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,,
190,,,,BLAZE,BLAZE AMINOÁCIDOS Y ELECTROLITOS SABOR UVA 450G POLVO BOTE,Aminoácidos y Electrolitos sabor UVA,,450,,,,,,2027-08-31,B41880,7.40401E+12,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,
191,,,,Vinícola Presidente Tinto,ALZA VINÍCOLA PRESIDENTE TINTO 750ML OTROS (RUTEO) FRASCO,,,750,,,,,,2028-03-24,B-285,7.40101E+12,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,
192,,,,Diclofenaco Sódico,HOSPI DICLOFENACO SÓDICO 1 TABLETA RECUBIERTA BLISTER,,,1,,,,,,2028-12-15,PF-25271,7.4011E+12,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,
193,,,,ProBar brownie chocolate,PROBAR BROWNIE CHOCOLATE BARRA DE PROTEINA 12 BARRA CAJA,Barra de proteina,,12,,,,,,2030-03-24,230957,8.53152E+11,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
194,,,,EAU THERMALE ,URIAGE  EAU THERMALE  AGUA TERMAL  50ML SOLUCION SPRAY BOTE 1,AGUA TERMAL ,,50,,,1,,,2030-05-27,PT-129746,3.66143E+12,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,,
195,,,,AGE ABSOLU CR ROSE REDENSIFIANTE P,URIAGE  AGE ABSOLU CR ROSE REDENSIFIANTE P CREMA DE DIA REAFIRMANTE 50ML CREMA FACIAL CAJA 1,CREMA DE DIA REAFIRMANTE,,50,,,1,,,2030-06-03,PT-129910,3.66143E+12,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,,
196,,,,Isoflavonas con Magnesio + Vitamina E,ISOFLAVONAS CON MAGNESIO + VITAMINA E 30 CÁPSULAS. ESTRÓGENOS VEGETALES NATURALES. 1 CAPSULA BOTE,30 cápsulas. Estrógenos vegetales naturales.,,1,,,,,,2030-03-26,PFD-66641-2025,8.436E+12,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,,
